Category,Name,Description,Price,Note,,,,,,
Red,"2016 Central Otago, Salomon and Andrew, Central Otago, New Zealand",Pinot Noir,650,,,,,,,
,"2020 Barbera d’Asti ‘Tre Vigne’, Vietti, Piedmont, Italy",Barbera,650,,,,,,,
,"2019 La Nit de les Garnatxes: SLATE, Celler de Capçanes, Montsant, Spain",Grenache,550,,,,,,,
,"2022 Le Petit Balthazar, Grange Mazan, Pays d’ Oc, Southern France",Syrah,400,,,,,,,
Port Wine,"NV Manoella 10 Years Old Tawny Port, Wine & Soul, Douro, Portugal",Field blend of over 30 indigenous varieties of old vines,550,,,,,,,
Sherry,"Gonzalez Byass Winery (Tio Pepe), Jerez-Xérès-Sherry, Spain",Palomino Fino,370,,,,,,,
Digestif,"GRAPPA di Chianti Classico, Capannelle, Tuscany, Italy",Sangiovese,250,,,,,,,
,,,,,,,,,,
Tapori Signature Cocktails,Nashpati | Pear,Old Monk Rum // Fermented Pear // Pineaple Skin // Sichuan Pepper // Green Apple Juice // Milk // Salt,400,,,,,,,
,Nannari | Indian Sarsaparilla Roots,Short Story Vodka // Nannari Roots Cordial // Sparkling Wine,400,,,,,,,
,Amrud | Guava,Jose Cuervo Blanco Tequila // Pink Guava Rind // Jalapeno // Coriander,400,,,,,,,
,Imli | Tamarind,Cardhu Whisky // In House Smoky Peanut Liqueur // Claritied Tamarind Syrup // Lemon Juice // Caramelized Peanut,400,,,,,,,
,Ramphal | Passionfruit,Stranger & Sons Gin // Passionfruit // lalapeno // Egg White,400,,,,,,,
,Kaffee,Old Monk Dark Rum // South Indian Filter Coffee // Vanilla Liqueur // Cinnamon Infused Sweet Vermouth,400,,,,,,,
Classical Cocktails,Old Fashioned,Canadian Club Rye Whiskey // Sugar // Angostura Bitters // Orange Peel,380,,,,,,,
,Margarita,Jose Cuervo Blanco Tequila // Cointreau // Fresh Lime Juice,380,,,,,,,
,Smoked Manhattan,Jim Beam // Sweet Vermouth // Angostura Bitters // Smoked Brandied Cherry,380,,,,,,,
,Martini,Stranger & Sons Gin // Extra Dry Vermouth // Olive,380,,,,,,,
,Cosmopolitan,Short Story Vodka // Cointreau // Cranberry suice // Lemon Juice,380,,,,,,,
,Whiskey Sour,Jim Beam Bourbon // Lemon Juice // Simple Syrup // Egg White // Maraschino Cherry,380,,,,,,,
,Daiquiri,Bacardi White Rum // Fresh Lemon Juice // Castor Sugar,380,,,,,,,
Innocent Drinks,The Secret!,Mango Juice // Passion Fruit // Lemon Juice // Soda,200,,,,,,,
,Sesame & Soda,Roasted Sesame Cordial // Apple Cider Vinegar // Soda,200,,,,,,,
,The Innocent Watermelon,Watermelon Juice // Citrus // Mint // Jalapeno,200,,,,,,,
,Home Town Hajmola Ice Tea,Freshly Brewed Black Tea // Lemon Juice // Mint // Hajmola,200,,,,,,,
,Chaach,Yoghurt // Cumin //Ginger // Green Chilli // Black Salt // Curry Leaves,200,,,,,,,
,The Tapori Shikanji,Fresh Lime // Soda // House-mix,200,,,,,,,
Soft Drink,Aerated Beverages,,140,,,,,,,
,Soda,,120,,,,,,,
,Fresh Juice,,150,,,,,,,
,Acqua Pana ,750ml,160,,,,,,,
,Perrier Original ,750ml,180,,,,,,,
,San Pelligrino ,750ml,180,,,,,,,
,Premium Tonic Water,,200,,,,,,,
,Ginger Ale,,180,,,,,,,
Beer,Stella Artois,,250,,,,,,,
,Singha,,180,,,,,,,
,Tiger,,180,,,,,,,
Soju,Chuga Soju Peach,,220,,,,,,,
,Chuga Soju Apple,,220,,,,,,,
,Chuga Soju Yuzu,,220,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
